"P_S1","P_S2","P_S3","P_S4"
25235.0,23513.0,26936.0,34633.0
24082.0,26083.0,27485.0,32655.0
22992.0,27896.0,29364.0,30351.0
22664.0,28834.0,31838.0,27847.0
23556.0,29010.0,33590.0,25092.0
24991.0,27830.0,35988.0,24073.0
27706.0,26642.0,34342.0,23115.0
30618.0,26211.0,31564.0,21616.0
33079.0,27090.0,28238.0,20434.0
34501.0,28291.0,24463.0,19651.0
35049.0,28905.0,22209.0,19901.0
34224.0,29123.0,22002.0,21649.0
32768.0,29026.0,21784.0,23517.0
31894.0,28537.0,21474.0,25918.0
32364.0,28068.0,21557.0,28347.0
33397.0,24985.0,23130.0,29950.0
34131.0,22530.0,28630.0,30400.0
35436.0,21630.0,34486.0,30889.0
36269.0,21048.0,35614.0,31095.0
33625.0,20793.0,35423.0,31370.0
30226.0,20386.0,34469.0,32399.0
26146.0,21328.0,33820.0,36341.0
23641.0,25709.0,33186.0,38269.0
24437.0,31028.0,32305.0,37079.0
24882.0,33133.0,31845.0,35024.0
24354.0,33676.0,32401.0,32815.0
23971.0,33493.0,34759.0,30246.0
25121.0,33187.0,36752.0,27253.0
29803.0,32884.0,38059.0,24210.0
35362.0,32155.0,40112.0,23219.0
37718.0,31876.0,37963.0,22249.0
37926.0,32098.0,34363.0,20965.0
37332.0,33579.0,30070.0,19944.0
37295.0,34697.0,25736.0,19481.0
37261.0,34748.0,23244.0,20654.0
37020.0,34503.0,22833.0,23923.0
37469.0,33616.0,22503.0,27066.0
38036.0,32777.0,22155.0,29939.0
39789.0,31298.0,22304.0,32019.0
41135.0,27251.0,23989.0,32023.0
41478.0,24388.0,29326.0,31550.0
41563.0,23149.0,35036.0,31375.0
40412.0,22387.0,35995.0,31453.0
36973.0,21874.0,35794.0,32098.0
32320.0,21447.0,34601.0,33443.0
27811.0,22156.0,33819.0,37631.0
25215.0,26405.0,33227.0,39829.0
25867.0,31541.0,32566.0,38556.0
26039.0,33345.0,32504.0,36230.0
25545.0,33455.0,33218.0,33718.0
25214.0,33014.0,35477.0,30871.0
25927.0,32864.0,37382.0,27735.0
30150.0,32733.0,38540.0,24604.0
35295.0,32426.0,40345.0,23321.0
37343.0,32381.0,38179.0,22367.0
37212.0,32811.0,34668.0,21011.0
36195.0,34307.0,30371.0,19935.0
35801.0,34951.0,26058.0,19315.0
35879.0,34843.0,23561.0,20141.0
35487.0,34439.0,23017.0,22949.0
35127.0,33482.0,22765.0,26243.0
35347.0,32491.0,22354.0,29424.0
36636.0,31423.0,22512.0,32066.0
38153.0,27633.0,24021.0,33462.0
38792.0,24517.0,29544.0,34126.0
39633.0,23277.0,35351.0,34682.0
40292.0,22680.0,36081.0,34880.0
37251.0,22304.0,35352.0,34892.0
33018.0,21846.0,34019.0,35742.0
28439.0,22512.0,33104.0,39014.0
25436.0,26875.0,32640.0,41004.0
26243.0,32093.0,32047.0,40386.0
26577.0,34698.0,31735.0,38992.0
26282.0,35601.0,32105.0,36477.0
25795.0,35775.0,34545.0,33456.0
26884.0,35856.0,36715.0,30290.0
31434.0,35737.0,38071.0,26935.0
36692.0,35433.0,40303.0,25792.0
38255.0,35347.0,38155.0,24772.0
37853.0,35534.0,34782.0,23321.0
37128.0,36642.0,30761.0,22111.0
37114.0,36898.0,26595.0,21256.0
37162.0,36334.0,23986.0,21829.0
36719.0,35503.0,23496.0,24426.0
36588.0,34199.0,23074.0,27443.0
36907.0,33454.0,22745.0,30083.0
38533.0,32097.0,22763.0,31872.0
39835.0,28185.0,24414.0,32128.0
40407.0,25517.0,29868.0,32160.0
41099.0,24220.0,35879.0,32656.0
41146.0,23262.0,36952.0,32895.0
38079.0,22780.0,36228.0,33644.0
33935.0,22321.0,35122.0,34949.0
29598.0,22892.0,34495.0,38291.0
26802.0,27219.0,33815.0,39897.0
27343.0,32418.0,32776.0,38542.0
27592.0,35127.0,32474.0,35800.0
26997.0,36372.0,32768.0,33000.0
26692.0,36674.0,35171.0,30358.0
27726.0,37225.0,37090.0,28663.0
32199.0,36948.0,38430.0,27706.0
